-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1444839391,  Private, HS-grad, Married-civ-spouse, Philippines, Asian-Pac-Islander, 40<..<80, 3****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
789664137,  State-gov, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
-1800937195,  State-gov, 12th, Never-married, United-States, Black, 0<..<40, 1****, Own-child, Male, >50K
1854104833,  Private, Bachelors, Never-married, Thailand, Asian-Pac-Islander, 0<..<40, 4****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Unmarried, Female, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
208939787,  Private, Masters, Never-married, United-States, White, 40<..<80, 7****, Not-in-family, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Own-child, Female, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
163118814,  Local-gov, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 40<..<80, 9****, Not-in-family, Female, <=50K
-475746868,  Self-emp-not-inc, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
-418428944,  Local-gov, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Female, >50K
1448776362,  State-gov, Masters, Never-married, India, Asian-Pac-Islander, 0<..<40, 3****, Not-in-family, Male, <=50K
-1963137553,  Private, 12th, Never-married, United-States, Black, 0<..<40, 8****, Not-in-family, Male, <=50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 0<..<40, 6****, Unmarried, Female, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-418428944,  Local-gov, Bachelors, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 40<..<80, 7****, Not-in-family, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Female, <=50K
373093646,  Private, 5th-6th, Married-civ-spouse, Mexico, White, 40<..<80, 2****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Unmarried, Male, <=50K
1881861079,  Self-emp-inc, Some-college, Married-civ-spouse, Haiti, Black, 0<..<40, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 7****, Own-child, Female, <=50K
655741241,  Self-emp-inc, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 5****, Unmarried, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 9****, Own-child, Female, >50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 2****, Not-in-family, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, ****, Wife, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
370109587,  State-gov, Prof-school, Married-civ-spouse, United-States, White, 0<..<40, 5****, Wife, Female, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
-1623783903,  Private, 9th, Widowed, United-States, White, 40<..<80, 7****, Unmarried, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
-1242091055,  Local-gov, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Unmarried, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 4****, Other-relative, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
219998995,  Self-emp-inc, Some-college, Divorced, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
537997398,  Local-gov, 7th-8th, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
-117089758,  Private, 9th, Never-married, United-States, Black, 0<..<40, 8****, Other-relative, Male, <=50K
1026713003,  State-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-1242091055,  Local-gov, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 8****, Wife, Female, <=50K
294374391,  Private, HS-grad, Married-civ-spouse, United-States, Black, 0<..<40, 5****, Wife, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 4****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
208939787,  Private, Masters, Never-married, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
-403795108,  State-gov, Some-college, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
733723581,  Federal-gov, Bachelors, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
1318539413,  Private, 9th, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
1725140710,  Private, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
-1752815999,  Private, Some-college, Married-civ-spouse, United-States, Black, 0<..<40, 1****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, >50K
1198548684,  Private, 11th, Never-married, United-States, White, 40<..<80, 9****, Not-in-family, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Male, <=50K
1938694737,  Private, Masters, Married-civ-spouse, Hong, Asian-Pac-Islander, 0<..<40, 4****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Male, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 6****, Own-child, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Not-in-family, Male, <=50K
1870702675,  Private, HS-grad, Divorced, Canada, White, 40<..<80, 4****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Unmarried, Male, >50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
-1623783903,  Private, 9th, Widowed, United-States, White, 40<..<80, 7****, Unmarried, Female, <=50K
-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 4****, Not-in-family, Male, <=50K
-1741632016,  Private, 12th, Never-married, Dominican-Republic, White, 0<..<40, 4****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, >50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
-1312157872,  Federal-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-1943441014,  Private, Some-college, Married-civ-spouse, United-States, Amer-Indian-Eskimo, 40<..<80, 2****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-834412521,  Private, 5th-6th, Never-married, United-States, White, 40<..<80, 2****, Not-in-family, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 2****, Own-child, Female, >50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Own-child, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Male, <=50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 0<..<40, 4****, Not-in-family, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 8****, Own-child, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-759659496,  Federal-gov, Some-college, Separated, United-States, Black, 40<..<80, 7****, Not-in-family, Male, <=50K
201598452,  Private, 12th, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-2045484488,  Federal-gov, Bachelors, Married-civ-spouse, United-States, Asian-Pac-Islander, 40<..<80, 3****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, >50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 40<..<80, 9****, Unmarried, Female, <=50K
1918760023,  Self-emp-inc, Some-college, Separated, United-States, White, 40<..<80, ****, Unmarried, Female, <=50K
1959824100,  Federal-gov, Some-college, Married-civ-spouse, United-States, Black, 0<..<40, 9****, Husband, Male, >50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
-647165794,  Private, 11th, Never-married, United-States, Black, 40<..<80, 6****, Unmarried, Female, <=50K
-1972249158,  Private, 5th-6th, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
258148730,  Private, Masters, Never-married, United-States, Black, 0<..<40, 7****, Not-in-family, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, ****, Unmarried, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 40<..<80, 9****, Unmarried, Female, <=50K
-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 6****, Not-in-family, Male, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Other-relative, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Other-relative, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 3****, Not-in-family, Male, <=50K
-458295102,  Private, HS-grad, Divorced, Germany, White, 40<..<80, 2****, Not-in-family, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 40<..<80, 9****, Not-in-family, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
